Ссылка;Название;Сайт;Телефон;Email;Рубрики
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380238?&stand=6C001";"ТУРБО-ГЭЛЭКСИ, ООО";"http://turbogalaxy.ru/";"+7 (495) 258-3131";"info@turbogalaxy.ru";"Программное обеспечение Импортозамещение Капитальный ремонт. Техническое обслуживание и ремонт. Пусконаладочные работы"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380494?&stand=6E080";"УЗОЛА, ООО";"http://uzola.ru/";"+7 8312759777";"info@uzola.ru";"Автоматизация и телемеханизация в трубопроводном транспорте нефти Системы автоматики и телемеханики. Контрольно-измерительные приборы, регуляторы технологических процессов переработки нефти и газа"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380034?&stand=6D060";"УНКОМТЕХ";"http://www.uncomtech.ru/";"8 800 600-1020";"sales@uncomtech.com";"Электрическое оборудование. Промышленное освещение Кабельная продукция Импортозамещение"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380267?&stand=6E040";"УРАЛТЕХФИЛЬТР-ИНЖИНИРИНГ, АО";"https://utfe.su/";"+7 (343) 302-04-09";"utfe@utfe.su";"Насосы и фильтры для очистки от примесей Импортозамещение Оборудование и технологии сбора и переработки попутного газа"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380954?&stand=6D110";"ХАЙПРОТЕК, ООО";"http://hyprotec.ru/";"+7 (922) 318-0000";"info@hyprotec.ru";"Лабораторное оборудование и аналитические приборы, мебель. Передвижные лаборатории Сервис буровых растворов"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380176?&stand=6E060";"ХОМЕН ВИЛС, ООО";"http://www.velarm.ru/";"+7 (3822) 999-203";"info@velarm.ru";"Электрооборудование для трубопроводного транспорта нефти и газа Импортозамещение"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380062?&stand=6C042";"ЭКМ ХОЛДИНГ, ООО";"http://www.ek-m.com/";"+7 (3472) 46-84-04";"zakaz@ek-m.com";"Электрическое оборудование. Промышленное освещение Кабельная продукция"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/381074?&stand=6D058";"ЭЛЕКТРОНСТАНДАРТ-ПРИБОР, АО";"https://www.neftegaz-expo.ru/";"";"";""
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380791?&stand=6C070";"Электротекс-ИН, ООО";"http://etx-in.ru/";"+7 (4862) 51-03-07, 51-03-14";"info@etx-in.ru";"Насосы прочие Компрессоры"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380451?&stand=6D125";"ЭМК НПО, АО";"http://www.emk.ru/";"+7 (495) 662-3366";"emk@emk.ru";"Криогенная техника для СПГ, водорода и других криогенных газов Криогенные трубы, трубопроводы и вспомогательное оборудование Импортозамещение"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380015?&stand=6B110";"ЭНЕРДЖИ МЕНЕДЖМЕНТ, ООО";"https://energy-management.ru/";"+7 (495) 737-1717";"info@energy-management.ru";"Импортозамещение Капитальный ремонт. Техническое обслуживание и ремонт. Пусконаладочные работы Поршневые компрессоры"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380702?&stand=6D085";"ЭФЭР, Инженерный центр пожарной робототехники, ООО";"http://www.firerobots.ru/";"+7 8142774923";"marketing@efer.pro";"Противопожарное оборудование. Пожарная сигнализация и контроль загазованности"
