Ссылка;Название;Сайт;Телефон;Email;Рубрики
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380405?&stand=10C134";"HENGSHUI NUOXIN RUBBER & PLASTIC PRODUCTS CO. LTD";"http://www.nuoxincc.com/";"+86 13785825199";"wangning@nuoxincc.com";"Техника и технологии освоения скважин. Компрессоры для освоения скважин после бурения Добыча нефти погружными насосами"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380322?&stand=10D211";"HIGH AIR MACHINERY (SHANGHAI) CO. LTD";"http://www.highaircompressors.com/";"+86 13524672000";"gaoshichuan@highair.co";"Оборудование для приготовления бурового раствора. Дозаторы, смесители, эжекторы, гидромониторы, пневмоструйные насосы, мешалки, диспергаторы, мельницы, дробилки Компрессоры"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380285?&stand=10B152";"HUANQIU VALVE GROUP CO. LTD";"http://www.chinavalve.com.ru/";"+86 13757733033";"huanqiu@hqfm.com";"Криогенные вентили, приводы и активаторы Технологические насосы и арматура"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380875?&stand=10C220";"HUBEI HUIFU NANOMATERIAL CO. LTD";"http://www.hifull.com/";"+86 18515717335";"hifull@hifull.com";"Сырье, реагенты, материалы Химреагенты и материалы для приготовления и регулирования свойств буровых растворов"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380409?&stand=10D110";"HUBEI JIANGHAN PETROLEUM INSTRUMENT & METER CO. LTD";"http://www.hbjpim.com/";"+86 133 49996219";"liuchang@hbjpim.com";"Оборудование и инструмент для проводки ствола скважин Буровые установки и их узлы"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380292?&stand=10D053";"HUBEI XINGFA CHEMICALS GROUP CO. LTD";"http://www.xingfagroup.com/";"+86 7176760659";"wangziqiang@xingfagroup.com";"Новые химические вещества и материалы, применяемые в нефтегазовой промышленности Смазочные материалы"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380286?&stand=10B158";"HUIZHENG AUTOMATIC CONTROL VALVE GROUP CO. LTD";"http://www.huizvalve.com/";"+86 57721815171";"sales@huizvalve.com";"Криогенные вентили, приводы и активаторы Технологические насосы и арматура"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380442?&stand=10E171";"HUKETEK";"http://www.huketek.com/";"+86 15388984813";"hka2@huketek.com";"Прочее Измерительные приборы, расходомеры, сенсоры, управляющие устройства"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380336?&stand=10C153";"HUNAN TANE OCEAN PUMP CO. LTD";"http://www.taneax.com/";"+86 7306261515";"sales2@taneax.com";"Центробежные насосы"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/381641?&stand=10B250";"HUNAN WOFLY TECHNOLOGY CO. LTD";"http://www.szwofly.com/";"+86 75527919860";"info@szwofly.com";"Шаровые краны под газ Пульты управления, приборы измерения уровня топлива"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380414?&stand=10E010";"HXTX SENSING TECHNOLOGY (DALIAN) CO. LTD";"http://www.dltxcg.com/";"+86 13352247021";"limingzhu@dltxcg.com";"Измерительные приборы, расходомеры, сенсоры, управляющие устройства Аппаратура для автомобилей, работающих на СУГ (пропан-бутан)"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380112?&stand=10A220";"JIANGSU BAOCHANG SPECIAL ALLOY TECHNOLOGY CO. LTD";"http://www.bcalloy.com/";"+86 19962116358";"zoe@bcalloy.com";"Промышленные предприятия Техника и технологии подземного ремонта добывающих скважин"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380509?&stand=10D200";"JIANGSU CHENGGONG VALVE TECHNOLOGY CO. LTD";"https://www.cengon.cn/";"+86 51985160798";"zjb01@cengon.cn";"Технологические насосы и арматура"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380600?&stand=10C072";"JIANGSU JIANGYUAN MACHINERY CO. LTD";"http://www.jiangyuansy.com/";"+86 13305118987";"jyjx@jiangyuansy.com";"Колонные головки Технологические насосы и арматура"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380441?&stand=10E173";"JIANGSU SERVICE PETROLEUM TECHNOLOGY CO. LTD";"https://www.jssws-oil.com/";"+86 18015889633";"Leo@service-js.com";"Разобщение пластов и герметизация буровых скважин Оборудование и инструмент для компоновки бурильной колонны"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380595?&stand=10C090";"JIANGSU SHENTONG VALVE CO. LTD";"http://www.stfm.cn/";"+86 0513-83620809";"overseas.sales@stvvalve.cn";"Криогенные вентили, приводы и активаторы Технологические насосы и арматура"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380601?&stand=10C080";"JIANGSU SUYAN VALVE MACHINERY CO. LTD";"http://www.suyangroup.com/";"+86 51589111111";"overseas_sales@suyangroup.com";"Криогенные вентили, приводы и активаторы Оборудование и оснастка линейной части трубопроводов. Трубы, запорная арматура, компенсаторы"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380558?&stand=10C182";"JIANGSU TONGDRILLING MACHINERY MANUFACTURING CO. LTD";"https://www.neftegaz-expo.ru/";"+86 13801522003";"sales@jstongdrilling.com";"Оборудование и инструмент для проводки ствола скважин Технические средства для подвешивания бурильных труб. Крюки, штропы, элеваторы, канатные зажимы"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380408?&stand=10D120";"JIANGSU WEINENG ELECTRIC CO. LTD";"http://www.wnh-heater.com/";"+86 514 88603099";"market@wnheater.com";"Отдельные модули, узлы, системы Теплообменники, испарители, системы повторного охлаждения, сепараторы, фильтры"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380492?&stand=10B060";"JIANGSU WELLHEAD DRILLING EQUIPMENT CO. LTD";"https://www.wellhead.cn/";"+86 51588489398";"sales@wellhead.cn";"Буровые установки"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380482?&stand=10D045";"JIANGYIN HUAHENG ADDITIVES CO. LTD";"https://www.dragreductionagent.com/";"+86 51086333999";"molly@mettleadchem.com";"Новые химические вещества и материалы, применяемые в нефтегазовой промышленности Техника и технологии строительства магистральных трубопроводов нефти и газа"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380564?&stand=10C224";"JIANHU JIELIN PETROCHEMICAL MACHINERY CO. LTD";"http://www.jelin.com.cn/";"+86 051586118776";"sales@jelin.com.cn";"Противовыбросовое оборудование Колонные головки"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380136?&stand=10A230";"JINAN HUAPING ECONOMIC AND TRADE CO. LTD";"http://www.jnhpsteel.com/";"+86 53188799506";"info@jnhpsteel.com";"Эксплуатация магистральных трубопроводов нефти и газа Оборудование и оснастка линейной части трубопроводов. Трубы, запорная арматура, компенсаторы"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380489?&stand=10A190";"JINZHOU XINXING PETROLEUM ADDITIVE CO. LTD";"http://www.jzxxpa.com/";"+86 4163096500";"ron@jzxxpa.cn";"Реализация нефтепродуктов"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380582?&stand=10B224";"JIUJIANG GOLDEN EGRET HARD MATERIAL CO. LTD";"http://www.gehm.com.cn/";"+86 7926847610";"an.mengying@cxtc.com";"Оборудование, приспособления и инструменты при работах с бурильной колонной Оборудование и технологии сбора и переработки попутного газа"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380340?&stand=10B142";"JUXIN NEW MATERIALS TECHNOLOGY CO. LTD";"http://juxin-pdc.com/";"+86 7563928226";"ligui@juxin-pdc.com";"Бурение нефтяных и газовых скважин Буровые долота"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380505?&stand=10B075";"KEYZONE OILFIELD EQUIPMENT & SYSTEMS CO. LTD";"http://www.keyzone-tech.com/";"+86 13889192689";"scq8026@163.com";"Инструменты для свинчивания и развинчивания бурильных труб Техника и технология крепления ствола скважины. Технологическая оснастка обсадных колонн. Обсадные трубы и их соединения. Башмаки обсадных колонн, хвостовики, скважинные фильтры, клапаны колонные"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380311?&stand=10C158";"KLT CARBIDE CO. LTD";"http://www.kltcarbide.com/";"+86 17790119737";"zhouling@klt.com.cn";"Техника и технология крепления ствола скважины. Технологическая оснастка обсадных колонн. Обсадные трубы и их соединения. Башмаки обсадных колонн, хвостовики, скважинные фильтры, клапаны колонные"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380598?&stand=10C076";"KOY TECH Inc.";"http://www.koy-fab.com/";"+86 13901584412";"hj.zhang@koy-fab.com";"Крепеж и метизы Капитальный ремонт. Техническое обслуживание и ремонт. Пусконаладочные работы"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380854?&stand=10D210";"KUNSHAN DEWEI WOKANG MACHINERY CO. LTD";"http://www.dwvalve.com/";"+86 512-50123600";"jack@dwvalve.com";"Шаровые краны под газ Ответные фланцы к трубопроводной арматуре"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380350?&stand=10B148";"LAIZHOU RISING STAR ARTIFICIAL LIFT CO. LTD";"http://www.rxcasting.com/";"+86 5352298838";"jed@rxcasting.com";"Добыча нефти погружными насосами"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380351?&stand=10C190";"LIAONING TOLIAN TECHNOLOGY DEVELOPMENT CO. LTD";"http://www.lndrilltools.com/";"+86 15642221516";"sale2@lntolian.com";"Методы, оборудование и аппаратура для геофизических исследований скважин"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380320?&stand=10D172";"LISHUI TIANMAO VALVE CO. LTD";"http://www.goldtopvalve.com/";"+86 13758447235";"sales@goldtopvalve.com";"Шаровые краны под газ Запорно-регулирующая арматура"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380469?&stand=10B120";"NANJING ABK LIGHTING TECHNOLOGY CO. LTD";"http://www.abklighting.com/";"+86 2584650035";"sales-intl@abklighting.com";"Электрическое оборудование. Промышленное освещение Осветительное оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380476?&stand=10B114";"NANJING BENYA TECHNOLOGY CO. LTD";"https://aero-tek.ru/";"+86 15295541066";"info@aero-tek.ru";"Измерительные приборы, расходомеры, сенсоры, управляющие устройства Системы автоматики и телемеханики. Контрольно-измерительные приборы, регуляторы технологических процессов переработки нефти и газа"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380524?&stand=10B038";"NANJING CHENGYI NEW ENERGY EQUIPMENT CO. LTD";"http://en.njchengyi.com/";"+86 2557885766";"ww_ang@njchengyi.cn";"Нефтехимическое оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380793?&stand=10C210";"NANTONG DART-RICH FAN CO. LTD";"https://www.dart-rich.com/";"+86 15190941785";"wuxj@dartrich.com";"Вентиляторы Компрессоры"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380356?&stand=10C196";"NANTONG SUTONG SEPARATION TECHNOLOGY CO. LTD";"http://www.sutongtechnology.com/";"+86 51368911805";"tina.gu@sutongtechnology.com";"Резервуары и емкости высокого давления Нефтехимическое оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380417?&stand=10C146";"NANYANG DOER GAS EQUIPMENT CO. LTD";"http://www.doervip.com/";"+86 15051410183";"doercn@163.com";"Резервуарное и прочее оборудование для хранения СПГ Оборудование для разгрузки, хранения и регазификации СПГ"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380144?&stand=10A020";"NEW JCM GROUP CO. LTD";"http://www.newjcmgroup.com/";"+86 1056931005";"marketing@newjcmgroup.cn";"Нефтехимическое оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380515?&stand=10D171";"NINGBO DOCAN VALVE MANUFACTURING CO. LTD";"http://www.docanvalve.com/";"+86 19817336074";"panchengchao@docanvalve.com";"Криогенные вентили, приводы и активаторы Шаровые краны под газ"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380578?&stand=10B214";"NINGBO ZHONGKAI ENCLOSURE CO. LTD";"http://www.nb-zhongkai.com/";"+86 57463512561";"cyj@nb-zhongkai.com";"Инструмент к оборудованию для добычи нефти и газа"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380591?&stand=10B252";"NIRVANA MACHINERY (SUZHOU) CO. LTD";"https://www.neftegaz-expo.ru/";"+86 17503858187";"li.jiachang@nie-pan.com";"Краски, лаки Поршневые компрессоры"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380309?&stand=10C111";"NSEN VALVE CO. LTD";"http://www.nsen-valve.com/";"+86 57767962777";"info@nsen.cn";"Криогенные вентили, приводы и активаторы Технологические насосы и арматура"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380503?&stand=10B097";"OILFINDER CO. LTD";"http://www.oilfinder.cn/";"+86 2887300088";"dengjie@oilfinder.cn";"Техника и технологии освоения скважин. Компрессоры для освоения скважин после бурения Цементирование обсадных колонн и скважин"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380506?&stand=10B092";"OMAX OILFIELD TECHNOLOGY CO. LTD";"http://www.omax.net.cn/";"+86 2885745711";"omaxpublic@omax.net.cn";"Способы и оборудование для цементирования скважин. Цементировочные агрегаты, насосы, цементировочные пробки, обвязка устья скважины Вытеснение нефти с применением полимеров"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380345?&stand=10B146";"PEENTECH PRECISION MACHINERY (SHENYANG) CO. LTD";"http://www.peentechgroup.com/";"+86 13918194572";"gaoyang@peentech.cn";"Оборудование для повышения долговечности обсадных труб"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380221?&stand=10B028";"PRIMOFLO RUSSIA";"http://www.primoflo.ru/";"+7 (495) 789-3464";"info@primoflo.ru";"Запорно-регулирующая арматура"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380929?&stand=10C148";"PROCESS ANALYSIS INSTRUMENTATION (BEIJING) CO. LTD";"https://www.neftegaz-expo.ru/";"+86 13911366420";"13911366420@163.com";"Технические средства для замера и учета продукции нефтедобывающих скважин Системы автоматики и телемеханики. Контрольно-измерительные приборы, регуляторы технологических процессов переработки нефти и газа"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380200?&stand=10C005";"PROMXIM IMPEX, ООО";"http://www.barvent.uz/asda";"+998 99 8339222";"asdacell@asda.uz";"Сырье, реагенты, материалы Химреагенты и материалы для приготовления и регулирования свойств буровых растворов"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380555?&stand=10B194";"QINGDAO NPA INDUSTRY CO. LTD";"https://www.npa-china.com/Home.html";"+86 13573240051";"info@npa-china.com";"Нефтехимическое оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380142?&stand=10E212";"QINGZHOU TIANYANG PETROLEUM MACHINERY CO. LTD";"http://www.qztysyjx.com/";"+86 13606462788";"qzwzy1224@163.com";"Оборудование и приспособления для очистки забоя при бурении ствола скважины. Буровые насосы, манифольды, шланги, вибросита, гидроциклоны, песко- и глиноотделители, шламоуловители, илоотделители, осадители, приемные емкости, центрифуги, дегазаторы бурового раствора"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380283?&stand=10C112";"QOILTECH CO. LTD";"http://www.en.qoiltech.com/";"+86 15005657893";"zyf@ciqtek.com";"Оказание услуг с использованием передовых технологий в области разведки месторождений нефти и газа Методы, оборудование и аппаратура для геофизических исследований скважин"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380401?&stand=10B180";"QUALROTATE MACHINERY";"https://www.qualrotate.com/";"+86 19946238472";"bingbing.li@qualrotate.com";"Газовые винтовые компрессоры Оборудование головных и промежуточных насосных станций. Компрессоры для транспорта газа по магистральным трубопроводам"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380157?&stand=10D030";"RAYS FLOW CONTROL INC.";"http://www.raysvalve.com/";"+86 57766999000";"linxuanting@raysvalve.com";"Шаровые краны под газ Запорно-регулирующая арматура"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380685?&stand=10C031";"RONGSHENG MACHINERY MANUFACTURY LTD OF HUABEI OILFIELD, HEBEI";"http://www.hbrs.com.cn/";"+86 3172756872";"bazhiyuan@hbrs.com.cn";"Оборудование и приспособления для очистки забоя при бурении ствола скважины. Буровые насосы, манифольды, шланги, вибросита, гидроциклоны, песко- и глиноотделители, шламоуловители, илоотделители, осадители, приемные емкости, центрифуги, дегазаторы бурового раствора Герметизация буровых скважин в процессе бурения. Превенторы противовыбросовые, колонные головки"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380504?&stand=10D190";"SAILUOKE FLUID EQUIPMENT INC.";"http://www.hikelok.com/";"+86 2882188981";"info@hikelok.com";"Технологические трубопроводы. Оборудование, арматура. Насосы технологических трубопроводов. Трубная продукция Технологические насосы и арматура"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380296?&stand=10B157";"SEED TECHNOLOGIES CORP. LTD";"http://www.aseeder.com/";"+86 731-28256466";"sales@seed-carbide.com";"Бурение нефтяных и газовых скважин Буровые долота"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380588?&stand=10B258";"SHAANXI FOREIGN TRADE";"http://www.jdmachinetool.com/";"+86 18681881688";"info@jiadeenergy.com";"Криогенные трубы, трубопроводы и вспомогательное оборудование Технические средства и средства автоматизации сбора, хранения, обработки и интерпретации данных ГИС"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380589?&stand=10B256";"SHAANXI VODA POWER EQUIPMENT MANUFACTURING CO. LTD";"https://www.vodapower.ru/";"+86 2986519951";"dingyali@voda.cn";"Электрическое оборудование. Промышленное освещение"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380561?&stand=10B204";"SHANDONG COMERIVER POWER TECHNOLOGY COMPANY LTD";"http://www.comeriver.net/";"+86 18653692200";"henry.li@comeriver.net";"Двигатели на СПГ, двухтопливные двигатели, системы энергоснабжения"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380334?&stand=10B137";"SHANDONG FENGMING HUANYU ENVIRONMENTAL PROTECTION CO. LTD";"http://www.fengminghuanyu.cn/";"+86 19863103749";"tony@fengmmingep.com";"Установки для очистки и регенерации"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380147?&stand=10E213";"SHANDONG FENGZHIYE PETROLEUM MACHINERY CO. LTD";"http://ygwantong.en.alibaba.com/";"+86 13326259186";"13326259186@163.com";"Буровые насосы для геологоразведочного бурения и узлы"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380740?&stand=10E208";"SHANDONG HAICHUAN INTELLIGENT EQUIPMENT TECHNOLOGY CO. LTD";"https://hcsmartequip.com/";"+86 13853660379";"363873770@qq.com";"Оборудование и технологии ремонта и ликвидации аварий на трубопроводах"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380560?&stand=10B200";"SHANDONG HANDE AUTOMATION CONTROL EQUIPMENT CO. LTD";"http://www.handeautomation.com/";"+7 9323257339";"tianyin.zhang@handeautomation.com";"Электродвигатели Электронные устройства управления электроприводами буровых установок"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380123?&stand=10A080";"SHANDONG NUOER BIOLOGICAL TECHNOLOGY CO. LTD";"http://www.nuoer-group.com/";"+86 18661701636";"barry@nuoergroup.com";"Новые химические вещества и материалы, применяемые в нефтегазовой промышленности"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380477?&stand=10B116";"SHANDONG OCEAN PIPE TECHNOLOGY CO. LTD";"https://www.grepipe.com/";"+86 5346354541";"salmen.lee@ocpipe.com";"Хранение, бункерование, трубопроводы Применение на море: танкеры, ПУХО, газовозы для перевозки СПГ, паромы"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380141?&stand=10C254";"SHANDONG RHB BEARING MANUFACTURING CO. LTD";"http://www.sdrhbearing.com/";"+86 13866402252";"tai@sdrhbearing.com";"Крепеж и метизы"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380406?&stand=10C138";"SHANDONG SHOUGUANG KUNLONG PETROLEUM MACHINERY CO. LTD";"http://www.sgkl.cn/";"+86 15615264449";"jason.zhao@sgkl.cn";"Фонтанная добыча нефти Добыча нефти штанговыми насосами"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380199?&stand=10D160";"SHANDONG YACHENG PETROLEUM TECHNOLOGY CO. LTD";"http://www.yacheng-petro.com/";"+86 18678638291";"admin@ycdrilling.com";"Оборудование и инструмент для проводки ствола скважин Оборудование и приспособления для спуско-подъемных операций при бурении"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380448?&stand=10E172";"SHANGHAI FIORENTINI GAS EQUIPMENT CO. LTD";"https://www.fiorentini.com.cn/";"+86 18621117973";"tangww@fiorentini.com.cn";"Оборудование и технологии для добычи, сбора, подготовки и транспортировки природного газа Резервуарное и прочее оборудование для хранения СПГ"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380396?&stand=10B174";"SHANGHAI KIGON VALVE CO. LTD";"http://www.kigonvalve.com/";"+86 13901196388";"Ere8k@qq.com";"Запорно-регулирующая арматура Технологические насосы и арматура"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380553?&stand=10B190";"SHANGHAI NAGAMORI MACHINERY CO. LTD";"https://www.naga-mori.cn/en/index.aspx";"+86 15026870632";"yangyatong@naga-mori.cn";"Оборудование и технологии обработки и сжижения природного газа Нефтехимическое оборудование"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380313?&stand=10C110";"SHANGHAI REAL SEALING TECHNOLOGY COMPANY LTD";"http://www.rushiseal.com/";"+86 13818219389";"lej@rushiseal.com";"Производство уплотнений (РТИ) Оборудование и оснастка линейной части трубопроводов. Трубы, запорная арматура, компенсаторы"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380301?&stand=10D051";"SHANXI DONGHUANG WIND POWER FLANGE MANUFACTURING CO. LTD";"http://www.shdhforging.com/";"+86 21-52859349";"sales3@shdhforging.com";"Транспорт сырой нефти и газа на промыслах. Трубы и трубопроводная арматура промысловых трубопроводов. Насосы дожимные, компрессоры Насосно-компрессорные трубы, устьевое и забойное оборудование добывающих скважин, фильтры"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380343?&stand=10D072";"SHANXI ZHONGHE NON-MAGNETIC DRILL TOOL CO. LTD";"http://www.nmdrillcollar.com/";"+86 18251169082";"lucy@nmdrillcollar.com";"Оборудование и инструмент для проводки ствола скважин"
"https://icatalog.expocentr.ru/ru/exhibitions/f33d0466-98f8-11ef-80ce-a0d3c1fab97f/exhibitors/380428?&stand=10C178";"SHAOGUAN BERAE FILTRATION TECHNOLOGY CO. LTD";"http://www.berae.com/";"+86 18640805612";"mark.liu@berae.com";"Теплообменники, испарители, системы повторного охлаждения, сепараторы, фильтры Насосы, клапаны и фильтры для очистки от примесей"
