Ссылка;Название;Сайт;Телефон;Email
"https://upakexpo-online.ru/companies/company/23849-kasproc-technologies.html";"KASproc Technologies";"http://www.kasproc.ru";"+91(993)072-99-51";"shuchindra@kasproc.com"
"https://upakexpo-online.ru/companies/company/26295-kemal-urker-soutma-cihazlar-san-tic-ltd-sti.html";"Kemal ?rker Sogutma Cihazlar? San Tic Ltd Sti";"http://www.urkerchillers.com/ru";"";"info@urkerchillers.com"
"https://upakexpo-online.ru/companies/company/38020-kingswel-machinery.html";"Kingswel Machinery";"https://www.kingswel-machinery.com";"+86 13962250904";"jake@kingswel.com.cn"
"https://upakexpo-online.ru/companies/company/37658-mamata-machinery-limited.html";"MAMATA MACHINERY LIMITED";"http://www.mamata.com";"+91-9979864217";"dipen.patel@mamata.com"
"https://upakexpo-online.ru/companies/company/38236-manzhouli-angara-trading-co-ltd.html";"MANZHOULI ANGARA TRADING CO., LTD";"https://www.anjiala.ru";"+86-15304705818";"Paper-plastic@anjiala.ru"
"https://upakexpo-online.ru/companies/company/26687-ming-jilee-enterprise-co-ltd.html";"MING JILEE ENTERPRISE CO.,LTD";"http://www.mingjilee.com";"+886-6-5783420";"mingjilee@mail.mingjilee.com"
"https://upakexpo-online.ru/companies/company/38386-mingsanfeng-cap-mould-co-ltd.html";"Mingsanfeng Cap Mould Co.,LTD";"http://www.capm3.com";"757)26682887";"s1@capm3.com"
"https://upakexpo-online.ru/companies/company/23666-nelden-industry-s-r-l.html";"NELDEN INDUSTRY S.R.L.";"http://www.neldenindustry.it";"+39(038)399-049";"alena@neldenindustry.it"
"https://upakexpo-online.ru/companies/company/37814-new-project-srl.html";"New Project S.r.l.";"http://www.asap-fe.com";"+7(812)363-47-70";"assistant@asap-fe.com"
"https://upakexpo-online.ru/companies/company/39023-newdo.html";"NEWDO";"http://www.newdomachine.com";"/";"Rachel.wang@newdomachine.com"
"https://upakexpo-online.ru/companies/company/38358-ningbo-bravan-machinery-co-ltd.html";"NINGBO BRAVAN MACHINERY CO.,LTD";"http://www.bravanmachine.com";"+86(574)83050893";"sales2@bravan.com.cn"
"https://upakexpo-online.ru/companies/company/26538-novaflexo-industria-e-comercio-de-maquinas-ltda.html";"Novaflexo Industria E Comercio De Maquinas Ltda";"http://www.novaflexo.com";"555511949900218";"Anapaula@novaflexo.com.br"
"https://upakexpo-online.ru/companies/company/22427-omipa-s-p-a.html";"Omipa S.P.A.";"https://www.omipa.it";"+39(0332) 461400";"omipa@omipa.it"
"https://upakexpo-online.ru/companies/company/34160-pack-world.html";"Pack World";"http://www.packworldturkiye.com";"+90 212 544 99 27";"info@packworldturkiye.com"
"https://upakexpo-online.ru/companies/company/32216-polytek-teknik-makina-ithihr-san-ve-tic-ltd-sti.html";"Polytekprom Teknik Makina Ith.Ihr. San. Ve Tic. Ltd. ?ti.";"https://polytekprom.ru";"+7(495)722 32 74";"info@polytekprom.ru"
"https://upakexpo-online.ru/companies/company/38597-print-insider.html";"Print Insider";"";"";""
"https://upakexpo-online.ru/companies/company/38528-pro-tech-italia-srl.html";"PRO-Tech Italia SRL";"http://www.asap-fe.com";"7 812 363 47 70";"assistant@asap-fe.com"
"https://upakexpo-online.ru/companies/company/39143-profea-srl.html";"Profea srl";"http://www.profeasrl.com";"";"amministrazione@profeasrl.com"
"https://upakexpo-online.ru/companies/company/23291-publish-ru.html";"Publish.ru";"http://publish.ru";"+7(499)703-18-54";"publish@publish.ru"
"https://upakexpo-online.ru/companies/company/38654-qb-intelligent-machinery-co-ltd.html";"QB Intelligent Machinery Co., Ltd";"https://qbepemachine.en";"0086 175 7606 8810";"epe902@hotairmachine.com"
"https://upakexpo-online.ru/companies/company/23390-remak-makina-san-ve-tic-ltd-sti.html";"REMAK MAKINA SAN.VE TIC. LTD. STI.";"https://www.re-mak.com";"+90(212)485-18-67";"sales1@re-mak.com"
"https://upakexpo-online.ru/companies/company/23240-rr-plast-extrusions-pvt-ltd.html";"RR Plast Extrusions Pvt Ltd";"http://www.rrplast.com";"8657508969";"marketing@rrplast.com"
"https://upakexpo-online.ru/companies/company/37942-ruian-polyprint-import-export-co-ltd.html";"Ruian Polyprint Import&Export Co., Ltd.";"http://WWW.POLYPRINT.CN";"8957739675";"rae@polyprint.cn"
"https://upakexpo-online.ru/companies/company/38024-ruian-ruipai-machinery-co-ltd.html";"RUIAN RUIPAI MACHINERY CO.,LTD.";"https://www.ruipaimachinery.com";"+86-13587569653";"Jocy@plast-machine.com"
"https://upakexpo-online.ru/companies/company/32864-shanghai-ruhr-exhibition-service-co-ltd.html";"Shanghai ruhr exhibition service co., Ltd";"http://www.ruhrmesse.com";"+86-13661549186";"zhangyan@ruhrmesse.com"
"https://upakexpo-online.ru/companies/company/22622-shenzhen-brosen-precision-mold-co-ltd.html";"Shenzhen Brosen Precision Mold Co. Ltd";"https://brosen.ru";"+86 19928774883";"Alexa.export@brosen.cn"
"https://upakexpo-online.ru/companies/company/38621-shenzhen-yuhong-precision-mould-co-ltd.html";"ShenZhen YuHong Precision Mould Co., LTD";"https://www.szyh-mould.com";"755-27558517";"lwm@szyh-mould.com"
"https://upakexpo-online.ru/companies/company/38376-suzhou-cai-machine-group-co-ltd.html";"SUZHOU CAI MACHINE GROUP CO.,LTD.";"http://www.caimachine.com";"+86(512)65900260";"mia.ji@caimachinegroup.com"
"https://upakexpo-online.ru/companies/company/38054-suzhou-chilling-and-heating-energy-technology-co-ltd.html";"Suzhou Chilling and Heating Energy Technology Co.,Ltd";"https://www.szcht.com";"812294136";"wangluping07@163.com"
"https://upakexpo-online.ru/companies/company/38102-suzhou-new-crown-machine-co-ltd.html";"SUZHOU NEW CROWN MACHINE CO.,LTD";"https://www.sznewcrownmachine.com";"8962226721";"muse@sznewcrownmachine.com"
"https://upakexpo-online.ru/companies/company/37950-sweeu-knives-jiangsu-co-ltd.html";"SWEEU KNIVES JIANGSU.CO.,LTD";"http://www.sweeu.com";"815293443";"sally@sweeu.com"
"https://upakexpo-online.ru/companies/company/38224-taizhou-huangyan-jiachen-mould-plastic-co-ltd.html";"TAIZHOU HUANGYAN JIACHEN MOULD & PLASTIC CO., LTD.";"http://www.jiachenmould.com";"706570768";"sales@jiachenmould.com"
"https://upakexpo-online.ru/companies/company/37936-taizhou-huangyan-oulu-mould-co-ltd.html";"TAIZHOU HUANGYAN OULU MOULD CO., LTD.";"https://www.oulumould.com";"0576-84353588";"export@oulumould.com"
"https://upakexpo-online.ru/companies/company/22360-tederic-machinery-co-ltd.html";"TEDERIC MACHINERY";"https://www.tedericglobal.ru";"+7 (495) 789-55-85";"info@tedericglobal.ru"
"https://upakexpo-online.ru/companies/company/38390-towin-light-industry-machinery-factory-co-ltd.html";"TOWIN LIGHT INDUSTRY MACHINERY FACTORY CO.LTD";"http";"754)88811000";"sales@towinprinter.com"
"https://upakexpo-online.ru/companies/company/23270-unipack-ru.html";"Unipack.ru";"http://www.unipack.ru";"+7(495)109-81-98";"info@unipack.ru"
"https://upakexpo-online.ru/companies/company/38507-viktor-machinery.html";"VICTOR MACHINERY";"https://www.victorcn.com";"+7(495)648-66-60";"sales@zabelin.ru"
"https://upakexpo-online.ru/companies/company/37890-wankai-new-materials-ca-fe-llc.html";"WANKAI NEW MATERIALS CA FE LLC";"https://www.wkaiglobal.com";"8716243177";"ptj@wkai.cc"
"https://upakexpo-online.ru/companies/company/38094-wenzhou-bingcheng-slef-sealing-bag-machinery-co-ltd.html";"WENZHOU BINGCHENG SLEF SEALING BAG MACHINERY CO.,LTD";"https://www.cnbingcheng.com";"7-63099915";"bcsuji@163.com"
"https://upakexpo-online.ru/companies/company/38106-wenzhou-yongbang-machinery-co-ltd.html";"Wenzhou Yongbang Machinery Co., Ltd";"https://www.raybjx.com";"86-13616669133";"1536200183@qq.com"
"https://upakexpo-online.ru/companies/company/34415-windsor-machines-ltd.html";"WINDSOR MACHINES LTD";"http://www.windsormachines.com";"+91 9925006680";"vinay.bansod@windsormachines.com"
"https://upakexpo-online.ru/companies/company/39026-wuzhou-packaging.html";"WUZHOU PACKAGING";"http";"+86(556)6010186";"15952416775@163.com"
"https://upakexpo-online.ru/companies/company/37783-ikoraf.html";"Yeago Machinery";"http://www.Yeago.ru";"+79055232938";"info@yeago.ru"
"https://upakexpo-online.ru/companies/company/38090-yihezhongwei-hebei-xiong-an-technology-co-ltd.html";"YIHEZHONGWEI (HEBEI XIONG'AN) TECHNOLOGY CO., LTD";"https://www.zovmachine.com";"8633246818";"gm@zovmachine.com"
"https://upakexpo-online.ru/companies/company/36132-yilmaz-ambalaj-malzemeleri-san-tic-ltd-sti.html";"Yilmaz Ambalaj Malzemeleri San. Tic. Ltd. Sti";"https://flekso.net";"+90 555 991 96 30";"ayhan@flekso.net"
"https://upakexpo-online.ru/companies/company/38218-zhangjiagang-city-tianjiang-precision-mould-manufacture-co-ltd.html";"Zhangjiagang City Tianjiang Precision Mould Manufacture Co., LTD";"http://www.tj-mould.com";"+86(512)58435853";"gloriayuan@tj-mould.com"
"https://upakexpo-online.ru/companies/company/38398-zhangjiagang-lianxin-plastics-machinery-co-ltd.html";"ZHANGJIAGANG LIANXIN PLASTICS MACHINERY CO., LTD.";"http://www.lianxinmachinery.com";"+8615162365925";"cola@zjglx.com"
"https://upakexpo-online.ru/companies/company/38072-zhejiang-chaoxin-machinery-technology-co-ltd.html";"ZHEJIANG CHAOXIN MACHINERY TECHNOLOGY CO.,LTD.";"https://www.zjchaoxin.com";"7815685882";"cx8@chaoxin.cn"
"https://upakexpo-online.ru/companies/company/39017-golden-eagle.html";"ZHEJIANG GOLDEN EAGLE FOOD MACHINERY CO., LTD.";"https://www.goldeneaglecanmaking.com";"+86(580)6203 018";"xiasaiqun@zjjyspjx.com"
"https://upakexpo-online.ru/companies/company/38348-zhejiang-zhengxin-machinery-co-ltd.html";"ZHEJIANG ZHENGXIN MACHINERY CO.,LTD";"https://wzzxjx.com";"736357799";"zx4@zjzxjx.cn"
"https://upakexpo-online.ru/companies/company/38342-zhejiang-zhuxin-machinery-co-ltd.html";"ZHEJIANG ZHUXIN MACHINERY CO., LTD";"http://www.chinazxin";"+86(577)63778017";"zxin@zhuxin.cn"
"https://upakexpo-online.ru/companies/company/38002-zhejianghonghua-machinery-plastic-rubber-co-ltd.html";"ZHEJIANGHONGHUA MACHINERY PLASTIC & RUBBER CO.,LTD";"https://www.honghua.com";"+8613567753394";"info@honghua.com"
"https://upakexpo-online.ru/companies/company/23387-inpak-makina-san-ve-tic-a-s.html";"?npak Makine San. Ve Tic. A.?";"http://www.inpakmakina.com";"+90(212)485-78-20";"mustafa@inpakmakina.com"
