Ссылка;Название;Сайт;Категории
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM4Mjg=";"MADE";"ОШИБКА";"ОШИБКА"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYwMTU=";"Mammoth-trans";"ОШИБКА";"ОШИБКА"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYwNDI=";"ManZhouLi E ling Hang International Logistics Co.,ltd";"http://www.mzl-express.ru/";"SkladTech складское оборудование и технологии Оборудование для маркировки и сканирования Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Автомобильные перевозки сборных грузов"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjIzMzM=";"Manzhouli Jucheng Freight Forwarding Co., Ltd";"ОШИБКА";"ОШИБКА"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTQ5NzE=";"MasterTMS";"ОШИБКА";"ОШИБКА"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM0MjY=";"MEFERI";"https://www.rightscan.ru/";"SkladTech складское оборудование и технологии Сервисное оборудование и инженерные системы Оборудование для маркировки и сканирования Автоматизация и роботизация склада"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTQ5Mzg=";"MER SHIPPING TRANSPORT TRADE LTD. CO.";"https://www.mershipping.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Морские и речные перевозки Агенты морских линий Негабаритные перевозки и проектные грузы Проектные грузы Сопутствующие услуги Банки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTg0MDA=";"MFORM 3PL DMCC";"https://mform3pl.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги 3PL / 4PL Мультимодальные и интермодальные перевозки Последняя миля ИТ-решения Прочие ИТ-решения"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTU2OTc=";"MG Forwarding";"https://mg-forwarding.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Грузовые авиаперевозки Авиаперевозки сборных грузов Автомобильные грузовые перевозки Автомобильные перевозки сборных грузов Морские и речные перевозки Агенты морских линий Негабаритные перевозки и проектные грузы Негабаритные грузы"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjE3MDY=";"MGF LOGISTICS GROUP";"http://mgflog.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Автомобильные грузовые перевозки Автомобильные перевозки сборных грузов Железнодорожные перевозки грузов Перевозки жд-грузов в вагонах и полувагонах Контейнерные жд-перевозки Железнодорожные перевозки сборных грузов"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTU2ODU=";"MIRA EKSPRES LOJISTIK ULUSLARARASI NAKLIYAT ITHALAT IHRACAT LIMI";"https://www.miraekspres.com/";"Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Автомобильные перевозки сборных грузов Рефрижераторные автоперевозки Морские и речные перевозки Грузоперевозки навалочных, тяжеловесных и ро-ро грузов Рефрижераторные морские перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTQ5NTY=";"Miss Project & Miss Transport";"https://www.missproject.tr/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Автомобильные перевозки сборных грузов Контейнерные автоперевозки Морские и речные перевозки Агенты морских линий"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTU2NzY=";"MONRETRANS GROUP";"https://monretrans.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Автомобильные грузовые перевозки Контейнерные автоперевозки Железнодорожные перевозки грузов Перевозки жд-грузов в вагонах и полувагонах Контейнерные жд-перевозки Поставщики оборудования и компонентов Контейнеры"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM2MDk=";"Nettox Logistics";"https://nettox.net/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Грузовые авиаперевозки Авиаперевозки сборных грузов Авиакомпании / Грузовые авиаперевозчики Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Морские и речные перевозки Морские контейнерные перевозки Негабаритные перевозки и проектные грузы Проектные грузы Негабаритные грузы"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjYwOTI=";"NETWORKS ENERGY ТОО";"https://networksenergy.kz/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Грузовые авиаперевозки Авиакомпании / Грузовые авиаперевозчики Железнодорожные перевозки грузов Национальная железная дорога ИТ-решения Системы управления транспортом (TMS)"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYwNTc=";"NINGBO FENDI INTERNATIONAL LOGISTICS CO.,LTD.";"https://fendilog.com/";"Комплексные логистические услуги и экспедирование грузов Мультимодальные и интермодальные перевозки Грузовые авиаперевозки Авиаперевозки сборных грузов Автомобильные грузовые перевозки Автомобильные перевозки сборных грузов Железнодорожные перевозки грузов Контейнерные жд-перевозки Морские и речные перевозки Морские контейнерные перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYwNjk=";"NINGBO SUNKO'S INTERNATIONAL LOGISTICS CO., LTD.";"";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги 3PL / 4PL Мультимодальные и интермодальные перевозки Грузовые авиаперевозки Авиакомпании / Грузовые авиаперевозчики Автомобильные грузовые перевозки Контейнерные автоперевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYxMDI=";"Ningbo Trans Spectrum International Logistics Co.,Ltd";"http://www.transpectrum.com.cn/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги 3PL / 4PL Мультимодальные и интермодальные перевозки Последняя миля Автомобильные грузовые перевозки Контейнерные автоперевозки Железнодорожные перевозки грузов Операторы грузовых железнодорожных перевозок Морские и речные перевозки Агенты морских линий Негабаритные перевозки и проектные грузы Проектные грузы"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjAxMjU=";"Ningbo Yinzhou JunJI Rigging Co.,Ltd";"https://www.junjirigging.ru/";"SkladTech складское оборудование и технологии Подъемно-транспортное оборудование Транспортная тара"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTgwNzY=";"Nish Logistics";"https://www.nishlogistics.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Грузовые авиаперевозки Авиакомпании / Грузовые авиаперевозчики Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Морские и речные перевозки Грузоперевозки внутренними водными путями Негабаритные перевозки и проектные грузы Тяжеловесные грузы"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM2ODQ=";"NovacPay";"https://novacpay.ru/";"Сопутствующие услуги Банки Прочие услуги ИТ-решения Прочие ИТ-решения"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTUxNzI=";"Novotransline LLC";"https://novotransline.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Автомобильные грузовые перевозки Контейнерные автоперевозки Морские и речные перевозки Морские контейнерные перевозки Сопутствующие услуги Таможня, таможенное оформление, ВЭД"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTQ5NDQ=";"OLS DI? T?C. A?.";"https://www.olslog.com/";"Комплексные логистические услуги и экспедирование грузов Мультимодальные и интермодальные перевозки Грузовые авиаперевозки Авиаперевозки сборных грузов Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Морские и речные перевозки Морские контейнерные перевозки Негабаритные перевозки и проектные грузы Проектные грузы"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMyMjg=";"One Touch Trade and Logistics,  ООО";"https://ottl.az/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Автомобильные грузовые перевозки Контейнерные автоперевозки Железнодорожные перевозки грузов Перевозки жд-грузов в вагонах и полувагонах Контейнерные жд-перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTU2NjQ=";"OOO "ADY Express"";"https://www.adyexpress.az/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Железнодорожные перевозки грузов Национальная железная дорога Операторы грузовых железнодорожных перевозок Перевозки жд-грузов в вагонах и полувагонах Контейнерные жд-перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYxMDg=";"OOO «Транс Хоп Интернешнл»";"http://www.trans-hope.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Грузовые авиаперевозки Прочие грузовые агенты Автомобильные грузовые перевозки Автомобильные перевозки сборных грузов Железнодорожные перевозки грузов Контейнерные жд-перевозки Железнодорожные перевозки сборных грузов"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTQ5NTM=";"OOO ALPER LOGISTICS";"http://alper.by/";"Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Автомобильные перевозки сборных грузов Рефрижераторные автоперевозки Контейнерные автоперевозки Перевозки в цистернах и танк-контейнерах"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMzMjc=";"Optimalog";"https://optimalog.ru/";"Комплексные логистические услуги и экспедирование грузов 3PL / 4PL Автомобильные грузовые перевозки Автомобильные перевозки сборных грузов Железнодорожные перевозки грузов Контейнерные жд-перевозки Морские и речные перевозки Морские контейнерные перевозки Сопутствующие услуги Таможня, таможенное оформление, ВЭД"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjU1NDM=";"OUTOFBOX.RU";"https://outofbox.ru/";"SkladTech складское оборудование и технологии WMS, IT решения для склада Автоматизация и роботизация склада Логистика для e-commerce Организация складского хранения"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMxMTE=";"OVERSEAS GROUP";"https://www.overseas-logistic.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Железнодорожные перевозки грузов Контейнерные жд-перевозки Морские и речные перевозки Агенты морских линий Рефрижераторные морские перевозки Поставщики оборудования и компонентов Контейнеры"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTUyNjI=";"OZERA PRIME LOGISTICS";"http://www.sanhe.com.kz/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Автомобильные перевозки сборных грузов Железнодорожные перевозки грузов Контейнерные жд-перевозки Негабаритные перевозки и проектные грузы Негабаритные грузы"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTU2Njc=";"PALSUN MARITIME INDIA LIMITED";"https://www.palsunmaritime.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги 3PL / 4PL Мультимодальные и интермодальные перевозки Морские и речные перевозки Морские линии / Судоходные компании Агенты морских линий"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM3NDc=";"Panda Group";"https://panda-zd.ru/";"SkladTech складское оборудование и технологии Оборудование и материалы для упаковки и комплектации заказов Транспортная тара Комплексные логистические услуги и экспедирование грузов Мультимодальные и интермодальные перевозки Негабаритные перевозки и проектные грузы Негабаритные грузы Поставщики оборудования и компонентов Оборудование для портов и терминалов"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM3ODM=";"PONTIS EXPEDITION";"https://pontis-expedition.ru/";"Комплексные логистические услуги и экспедирование грузов Мультимодальные и интермодальные перевозки Грузовые авиаперевозки Авиаперевозки сборных грузов Железнодорожные перевозки грузов Железнодорожные перевозки сборных грузов Морские и речные перевозки Морские перевозки сборных грузов Сопутствующие услуги Таможня, таможенное оформление, ВЭД"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM1NTI=";"POSCENTER";"https://pos-center.ru/";"SkladTech складское оборудование и технологии WMS, IT решения для склада Оборудование для маркировки и сканирования Автоматизация и роботизация склада"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjM3ODU=";"PROSTO CONTAINER";"https://xn----jtbapdsccacgmkepf.xn--p1ai/";"Автомобильные грузовые перевозки Контейнерные автоперевозки Железнодорожные перевозки грузов Контейнерные жд-перевозки Морские и речные перевозки Морские контейнерные перевозки Логистические, распределительные центры и терминалы Терминально-логистические центры Поставщики оборудования и компонентов Контейнеры"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMxODM=";"PTC Holding";"https://ptc-holding.kz/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Железнодорожные перевозки грузов Операторы грузовых железнодорожных перевозок Контейнерные жд-перевозки Порты и терминалы, услуги по обработке грузов в портах Услуги по обработке грузов в портах и терминалах"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjE3MDA=";"Qingdao BLT Flexitank Solution Co., Ltd";"https://www.bltflexitank.com/";"Поставщики оборудования и компонентов Цистерны, танк-контейнеры"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYwMzM=";"QingDao East Venture Logistics Co.,Ltd.";"https://www.evlog.cn/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Железнодорожные перевозки грузов Операторы грузовых железнодорожных перевозок Контейнерные жд-перевозки Железнодорожные перевозки сборных грузов"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYwNzU=";"Qingdao Let Flexitank Technology Co., Ltd.";"http://www.letflexitank.com/";"SkladTech складское оборудование и технологии Транспортная тара Железнодорожные перевозки грузов Контейнерные жд-перевозки Перевозки в цистернах и танк-контейнерах Поставщики оборудования и компонентов Цистерны, танк-контейнеры"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTU5OTc=";"Qingdao Reefer Container";"https://www.qdcimc.com/";"SkladTech складское оборудование и технологии Запасные части и комплектующие Комплексные логистические услуги и экспедирование грузов Мультимодальные и интермодальные перевозки Железнодорожные перевозки грузов Рефрижераторные жд-перевозки Поставщики оборудования и компонентов Контейнеры Сопутствующие услуги Сервисное обслуживание оборудования и техники"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM1MTk=";"R GROUP";"http://www.rgroup-cargo.com/";"Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Автомобильные перевозки сборных грузов Рефрижераторные автоперевозки Негабаритные перевозки и проектные грузы Проектные грузы Негабаритные грузы"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMyMzc=";"RAILGO";"https://railgo.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Железнодорожные перевозки грузов Операторы грузовых железнодорожных перевозок Обсуживание и ремонт подвижного состава Перевозки в цистернах и танк-контейнерах"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYwMzk=";"Railnet Logistics (Haerbin) Co., Ltd.";"";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Железнодорожные перевозки грузов Рефрижераторные жд-перевозки Железнодорожные перевозки сборных грузов Морские и речные перевозки Морские контейнерные перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMyMjU=";"RAILSHIP";"https://www.railship.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Грузовые авиаперевозки Авиаперевозки сборных грузов Автомобильные грузовые перевозки Контейнерные автоперевозки Железнодорожные перевозки грузов Контейнерные жд-перевозки Морские и речные перевозки Морские контейнерные перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTQ5Njg=";"RAILTRANSUNION LLC";"http://www.railtransunion.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Железнодорожные перевозки грузов Перевозки жд-грузов в вагонах и полувагонах Морские и речные перевозки Грузоперевозки навалочных, тяжеловесных и ро-ро грузов Порты и терминалы, услуги по обработке грузов в портах Услуги по обработке грузов в портах и терминалах"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjExMzM=";"RAKETA DIGITAL";"https://raketa.digital/";"ИТ-решения Системы управления транспортом (TMS) Биржи грузоперевозок, электронные сервисные платформы, агрегаторы Прочие ИТ-решения"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTU5NjE=";"Rapid Speed Navigation International Logistics Co,. Ltd";"https://www.rsnshipping.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Последняя миля Железнодорожные перевозки грузов Контейнерные жд-перевозки Логистика для e-commerce Организация складского хранения"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMxMDg=";"REFAGRO";"https://refagro.ru/";"Комплексные логистические услуги и экспедирование грузов 3PL / 4PL Мультимодальные и интермодальные перевозки Автомобильные грузовые перевозки Рефрижераторные автоперевозки Железнодорожные перевозки грузов Рефрижераторные жд-перевозки Морские и речные перевозки Рефрижераторные морские перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjE3NTQ=";"Rudder Global Logistics";"https://rudderlogistics-tr.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Грузовые авиаперевозки Авиакомпании / Грузовые авиаперевозчики Порты и терминалы, услуги по обработке грузов в портах Услуги по обработке грузов в портах и терминалах Поставщики оборудования и компонентов Контейнеры"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjEyMjk=";"S 7 CARGO";"https://cargo.s7.ru/";"Грузовые авиаперевозки Авиакомпании / Грузовые авиаперевозчики Авиаперевозки сборных грузов Прочие грузовые агенты Сопутствующие услуги Таможня, таможенное оформление, ВЭД"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTc1MDY=";"S J Logistics India Limited";"https://www.sjlogistics.co.in/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Морские и речные перевозки Морские линии / Судоходные компании Негабаритные перевозки и проектные грузы Проектные грузы Негабаритные грузы"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjU2MjQ=";"Saby";"https://saby.ru/";"ИТ-решения Системы управления транспортом (TMS) Управление цепочками поставок (SCM) Прочие ИТ-решения"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTQ5NTA=";"Sarjak Container Lines Pvt. Ltd.";"ОШИБКА";"ОШИБКА"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYwOTM=";"Shanghai Million Mile Stone Global Logistics Co.,ltd";"ОШИБКА";"ОШИБКА"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYwOTk=";"Shanghai Pacific International Container Co., Ltd.";"ОШИБКА";"ОШИБКА"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjAxMTY=";"Shanghai Xuyu Information Technology Co.,Ltd.";"https://weiot.com/";"SkladTech складское оборудование и технологии Оборудование для маркировки и сканирования Логистические, распределительные центры и терминалы Складской распределительный центр Терминально-логистические центры Логистика для e-commerce Организация складского хранения ИТ-решения Системы управления транспортом и динамического позиционирования (DP)"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYwMjQ=";"Shenzhen BFS International Forwarding Co.,LTD";"https://www.bfs-logistics.cn/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Грузовые авиаперевозки Прочие грузовые агенты Железнодорожные перевозки грузов Операторы грузовых железнодорожных перевозок Логистические, распределительные центры и терминалы Складской распределительный центр"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTU5NzA=";"Shenzhen Chain Express Logistics Co., Ltd";"https://www.chain-express.com.cn/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Железнодорожные перевозки грузов Контейнерные жд-перевозки Морские и речные перевозки Морские контейнерные перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYxMzg=";"SHENZHEN INTERRAIL LOGISTICS CO.,LTD";"ОШИБКА";"ОШИБКА"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYzMjE=";"SHENZHEN S & R INTERNATIONAL LOGISTICS CO.,LTD";"http://en.strd-logistics.com.cn/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTMxMzg=";"Shuttle Logistic";"ОШИБКА";"ОШИБКА"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjQ0OTM=";"Shyngar Trans Logistics Company";"https://stlc.kz/";"Автомобильные грузовые перевозки Транспортные компании по грузовым автоперевозкам Автомобильные перевозки сборных грузов Перевозки в цистернах и танк-контейнерах Железнодорожные перевозки грузов Операторы грузовых железнодорожных перевозок Перевозки жд-грузов в вагонах и полувагонах Перевозки в цистернах и танк-контейнерах"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjQzNzM=";"SIMPLE WAY GROUP";"ОШИБКА";"ОШИБКА"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYwNjM=";"Sky Chain Worldwide Limited";"https://www.skychain-worldwide.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Грузовые авиаперевозки Аэропорты и терминалы Авиаперевозки сборных грузов"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjM3NDk=";"Smep";"http://www.smepru.ru/";"SkladTech складское оборудование и технологии Стеллажные системы Логистика для e-commerce Организация складского хранения"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTU3MjQ=";"SOBEK LOGISTICS";"https://sobek-egy.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Морские и речные перевозки Морские линии / Судоходные компании Агенты морских линий Операторы по перевозке грузов морским транспортом Рефрижераторные морские перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjE0MTI=";"SoftMasters";"https://www.soft-masters.ru/";"ИТ-решения Системы управления транспортом (TMS) Прочие ИТ-решения"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjEzMDQ=";"STEIZA";"https://steiza.com/";"SkladTech складское оборудование и технологии WMS, IT решения для склада ИТ-решения Управление цепочками поставок (SCM) Прочие ИТ-решения"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTU5Nzk=";"SUNSHINE LOGISTICS SHENZHEN CO.,LTD";"https://www.sunshine-logistics.com/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги 3PL / 4PL Мультимодальные и интермодальные перевозки Грузовые авиаперевозки Авиаперевозки сборных грузов Прочие грузовые агенты"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM0OTg=";"SWIFT";"https://swiftrus.ru/";"Комплексные логистические услуги и экспедирование грузов Мультимодальные и интермодальные перевозки Железнодорожные перевозки грузов Контейнерные жд-перевозки Морские и речные перевозки Морские линии / Судоходные компании Морские контейнерные перевозки Негабаритные перевозки и проектные грузы Проектные грузы"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MjAwODk=";"TECHNO GROUP";"https://forklift.techno-tg.ru/";"SkladTech складское оборудование и технологии Подъемно-транспортное оборудование"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTM1MDE=";"TELS GLOBAL";"https://telsglobal.ru/";"Комплексные логистические услуги и экспедирование грузов Экспедиторские услуги Мультимодальные и интермодальные перевозки Грузовые авиаперевозки Авиаперевозки сборных грузов Автомобильные грузовые перевозки Автомобильные перевозки сборных грузов Железнодорожные перевозки грузов Контейнерные жд-перевозки"
"https://exhibitors-itegroup.exhibitoronlinemanual.com/trans-russia-2026/ru/Exhibitor/ExbDetails/MTYxMTc=";"TENG FEI CONTAINER LIMITED";"https://www.tengfeicontainer.com/";"Железнодорожные перевозки грузов Национальная железная дорога Морские и речные перевозки Морские линии / Судоходные компании Логистические, распределительные центры и терминалы Терминально-логистические центры Услуги по аренде и обслуживанию центров и терминалов Поставщики оборудования и компонентов Контейнеры"
